Time        | File Name                                               
0m04.15s    | Specific/NISTP256/AMD128/Synthesis                      
0m04.14s    | Specific/montgomery64_2e192m2e64m1/Synthesis            
0m04.12s    | Specific/solinas64_2e150m3/Synthesis                    
0m04.10s    | Specific/solinas64_2e137m13/Synthesis                   
0m04.08s    | Specific/solinas64_2e140m27/Synthesis                   
0m04.07s    | Specific/solinas64_2e141m9/Synthesis                    
0m04.03s    | Specific/solinas64_2e129m25/Synthesis                   
0m04.03s    | Specific/solinas64_2e152m17/Synthesis                   
0m03.98s    | Specific/solinas64_2e174m3/Synthesis                    
0m03.96s    | Specific/solinas64_2e158m15/Synthesis                   
0m03.95s    | Specific/solinas64_2e150m5/Synthesis                    
0m03.64s    | Specific/solinas64_2e127m1/Synthesis                    
0m01.43s    | Specific/X2555/C128/Synthesis                           
0m01.38s    | Specific/Framework/SynthesisFramework                   
0m00.94s    | Specific/Framework/IntegrationTestTemporaryMiscCommon   
0m00.43s    | Specific/Framework/IntegrationTestDisplayCommonTactics  
